lemma,token,tag,morph,picto,picto_bw
endlich,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\endlich.png,
erst,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\erstzuerst.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\erstzuerstSW.png
zuerst,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\erstzuerst.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\erstzuerstSW.png
früher,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\fruehervergangenheit.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\fruehervergangenheitSW.png
gestern,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\gestern.png,
gleich,,ADV,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\gleichinkuerze.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\gleichinkuerzeSW.png
halb,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\halb.png,
heute,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\heute.png,
immer,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\immer.png,
inzwischen,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\inzwischen.png,
irgendwann,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\irgendwann.png,
jemals,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\jemals_ever.png,
augenblicklich,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\jetztsofort.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\jetztsofortSW.png
jetzt,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\jetztsofort.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\jetztsofortSW.png
sofort,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\jetztsofort.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\jetztsofortSW.png
längst,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\laengst2.png,
letztens,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\letztens.png,
meistens,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\meistens.png,
mittags,,ADV,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\mittags.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\mittagsSW.png
morgen,,ADV,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\morgen.png,
morgens,,ADV,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\morgens2.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\morgens2SW.png
nach,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\nach_zeit.png,
nachts,,ADV,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\nacht_zeit.png,
neulich,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\neulich.png,
nie,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\nieniemals2.png,
niemals,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\nieniemals2.png,
nun,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\nun.png,
oft,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\oft.png,
schliesslich,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\schliesslich.png,
solange,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\solange.png,
1:00,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_01_00.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_01_00.png
1:05,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_01_05.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_01_05.png
1:10,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_01_10.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_01_10.png
1:15,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_01_15.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_01_15.png
1:20,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_01_20.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_01_20.png
1:25,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_01_25.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_01_25.png
1:30,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_01_30.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_01_30.png
1:35,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_01_35.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_01_35.png
1:40,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_01_40.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_01_40.png
1:45,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_01_45.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_01_45.png
1:50,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_01_50.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_01_50.png
1:55,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_01_55.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_01_55.png
2:00,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_02_00.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_02_00.png
2:05,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_02_05.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_02_05.png
2:10,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_02_10.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_02_10.png
2:15,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_02_15.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_02_15.png
2:20,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_02_20.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_02_20.png
2:25,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_02_25.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_02_25.png
2:30,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_02_30.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_02_30.png
2:35,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_02_35.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_02_35.png
2:40,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_02_40.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_02_40.png
2:45,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_02_45.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_02_45.png
2:50,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_02_50.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_02_50.png
2:55,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_02_55.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_02_55.png
3:00,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_03_00.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_03_00.png
3:05,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_03_05.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_03_05.png
3:10,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_03_10.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_03_10.png
3:15,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_03_15.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_03_15.png
3:20,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_03_20.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_03_20.png
3:25,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_03_25.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_03_25.png
3:30,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_03_30.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_03_30.png
3:35,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_03_35.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_03_35.png
3:40,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_03_40.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_03_40.png
3:45,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_03_45.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_03_45.png
3:50,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_03_50.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_03_50.png
3:55,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_03_55.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_03_55.png
4:00,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_04_00.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_04_00.png
4:05,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_04_05.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_04_05.png
4:10,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_04_10.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_04_10.png
4:15,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_04_15.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_04_15.png
4:20,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_04_20.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_04_20.png
4:25,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_04_25.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_04_25.png
4:30,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_04_30.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_04_30.png
4:35,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_04_35.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_04_35.png
4:40,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_04_40.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_04_40.png
4:45,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_04_45.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_04_45.png
4:50,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_04_50.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_04_50.png
4:55,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_04_55.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_04_55.png
5:00,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_05_00.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_05_00.png
5:05,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_05_05.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_05_05.png
5:10,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_05_10.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_05_10.png
5:15,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_05_15.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_05_15.png
5:20,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_05_20.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_05_20.png
5:25,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_05_25.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_05_25.png
5:30,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_05_30.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_05_30.png
5:35,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_05_35.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_05_35.png
5:40,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_05_40.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_05_40.png
5:45,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_05_45.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_05_45.png
5:50,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_05_50.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_05_50.png
5:55,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_05_55.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_05_55.png
6:00,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_06_00.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_06_00.png
6:05,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_06_05.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_06_05.png
6:10,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_06_10.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_06_10.png
6:15,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_06_15.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_06_15.png
6:20,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_06_20.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_06_20.png
6:25,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_06_25.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_06_25.png
6:30,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_06_30.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_06_30.png
6:35,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_06_35.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_06_35.png
6:40,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_06_40.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_06_40.png
6:45,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_06_45.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_06_45.png
6:50,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_06_50.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_06_50.png
6:55,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_06_55.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_06_55.png
7:00,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_07_00.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_07_00.png
7:05,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_07_05.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_07_05.png
7:10,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_07_10.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_07_10.png
7:15,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_07_15.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_07_15.png
7:20,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_07_20.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_07_20.png
7:25,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_07_25.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_07_25.png
7:30,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_07_30.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_07_30.png
7:35,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_07_35.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_07_35.png
7:40,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_07_40.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_07_40.png
7:45,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_07_45.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_07_45.png
7:50,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_07_50.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_07_50.png
7:55,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_07_55.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_07_55.png
8:00,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_08_00.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_08_00.png
8:05,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_08_05.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_08_05.png
8:10,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_08_10.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_08_10.png
8:15,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_08_15.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_08_15.png
8:20,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_08_20.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_08_20.png
8:25,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_08_25.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_08_25.png
8:30,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_08_30.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_08_30.png
8:35,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_08_35.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_08_35.png
8:40,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_08_40.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_08_40.png
8:45,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_08_45.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_08_45.png
8:50,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_08_50.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_08_50.png
8:55,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_08_55.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_08_55.png
9:00,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_09_00.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_09_00.png
9:05,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_09_05.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_09_05.png
9:10,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_09_10.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_09_10.png
9:15,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_09_15.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_09_15.png
9:20,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_09_20.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_09_20.png
9:25,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_09_25.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_09_25.png
9:30,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_09_30.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_09_30.png
9:35,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_09_35.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_09_35.png
9:40,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_09_40.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_09_40.png
9:45,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_09_45.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_09_45.png
9:50,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_09_50.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_09_50.png
9:55,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_09_55.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_09_55.png
10:00,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_10_00.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_10_00.png
10:05,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_10_05.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_10_05.png
10:10,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_10_10.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_10_10.png
10:15,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_10_15.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_10_15.png
10:20,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_10_20.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_10_20.png
10:25,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_10_25.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_10_25.png
10:30,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_10_30.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_10_30.png
